company_name,website_url,business_description,main_products_services,talent_values,ceo_message,crawl_success,error
위미츠,http://www.wemeets.co.kr,위미츠는 모바일 기술의 힘으로 업무 환경을 혁신하는 것을 목표로 하는 기업입니다. 다양한 솔루션을 통해 효율적인 업무 환경을 제공하고 있습니다.,모바일 솔루션|업무 환경 혁신,,,True,
위밋모빌리티,https://www.wemeetmobility.com,"위밋모빌리티는 고객의 물류 흐름을 데이터로 진단하고, AI 기반 전략으로 최적화하는 물류 최적화 서비스를 제공합니다. 누구나 도입 가능한 물류 최적화 전략을 통해 고객이 겪는 물류의 비효율과 낭비를 해결합니다.",LIO(Logistics Intelligence Optimization)|루티(ROOUTY) 서비스,,,True,
위버로프트,https://www.weaverloft.com,"위버로프트는 다양한 기업의 D2C몰 구축 및 운영, UI/UX 개선, 반응형 사이트 구축 등의 서비스를 제공하는 디지털 솔루션 전문 기업입니다. 고객의 요구에 맞춘 최선의 방법을 찾아 혁신적인 접근성을 구현합니다.",D2C몰 구축 및 운영|UI/UX 개선|반응형 사이트 구축,,,True,
위쉬정보기술,http://www.wishit.co.kr,"위쉬정보기술은 IT 컨설팅, 시스템 통합, IT 아웃소싱을 제공하는 기업입니다. 고객의 요구에 맞춘 총체적 솔루션을 통해 비즈니스 성과를 극대화하는 것을 목표로 합니다.",WISH-ERP|ERP PACKAGE,,,True,
위즈덤스페이스,https://cb.egreen.co.kr,위즈덤스페이스는 원격평생교육원을 운영하며 다양한 전공의 교육과정을 제공하고 있습니다. 학점은행제를 통해 학위 취득과 자격증 안내 서비스를 지원합니다.,원격평생교육|학점은행제,,,True,
위즈코리아,https://weeds.co.kr,위즈코리아는 AI 기반의 데이터 분석 및 보안 솔루션을 제공하는 기업입니다. WEEDS BlackBox Suite와 같은 제품을 통해 기업의 데이터 보호 및 분석을 지원합니다.,WEEDS BlackBox Suite|WEEDS Trace Series,,,True,
위지언,https://www.wizian.co.kr,"위지언은 디지털 전환(DX)과 AI 전환(AX)을 통해 차세대 대학 및 캠퍼스 생태계를 구축하는 기업입니다. 데이터, 인프라, 인적 연결을 통해 혁신적인 솔루션을 제공하며, ERP 및 AX-ERP 솔루션을 통해 고객의 비즈니스 가치를 극대화하는 데 중점을 두고 있습니다.",디지털 전환(DX)|AI 전환(AX)|ERP 솔루션|AX-ERP 솔루션,,,True,
위치스,http://art-form.net,"아트폼엔터테인먼트는 대중문화 예술 기획업체로, 걸 그룹 W!TCHX의 데뷔와 관련된 다양한 활동을 지원합니다. 또한, 아이돌 그룹 MEGAMAX의 음악과 공연을 기획하고 있습니다.",걸 그룹 W!TCHX|아이돌 그룹 MEGAMAX,,,True,
위캔소프트,https://m.jobkorea.co.kr,,,,,True,
위키,https://ko.wikipedia.org/w/index.php?title=위키백과:대문&oldid=41264602,"위키백과는 전 세계 사람들이 함께 만들어가는 웹 기반의 다언어 백과사전입니다. 중립적이고 검증 가능한 자유 콘텐츠 백과사전을 제공하며, 누구나 참여하여 문서를 수정하고 발전시킬 수 있습니다.",다언어 백과사전|자유 콘텐츠,,,True,
위킵,https://www.youtube.com,"YouTube는 모든 사람에게 목소리를 제공하고 세상을 보여주는 것을 사명으로 합니다. 우리는 모든 사람이 목소리를 가질 자격이 있으며, 이야기를 통해 서로 듣고, 공유하고, 커뮤니티를 구축할 때 세상이 더 나은 곳이 된다고 믿습니다.",YouTube 플랫폼|광고 서비스,,,True,
위트플러스,https://www.witplus.com,,,,,True,
위펀,https://wefuncorp.com,"위펀은 No.1 B2B 플랫폼으로, 다양한 산업의 기업들이 효율적으로 연결될 수 있도록 지원합니다. SaaS 기반의 솔루션을 통해 기업의 비즈니스 성장을 도모합니다.",B2B 플랫폼|SaaS 솔루션,,,True,
위피아,https://www.wipia.co.kr,,,,,True,
윈스,https://www.wins21.com,,,,,False,페이지 크롤링 실패
윈에이드,https://www.winaid.co.kr,,,,,False,페이지 크롤링 실패
윙소프트,https://www.jobplanet.co.kr,,,,,True,
윙키,https://www.instagram.com,,,,,True,
유니디아,http://www.unidia.co.kr,"유니디아는 SI(시스템 통합) 및 S/W(소프트웨어) 개발을 전문으로 하며, E-Business 솔루션과 Total Service Solution을 제공합니다.",SI(시스템 통합)|S/W(소프트웨어) 개발,,,True,
유니베이아이엔씨,https://www.unibay.co.kr,"유니베이아이엔씨는 IT 솔루션 및 시스템 통합 서비스를 제공하는 기업으로, 다양한 파트너와 협력하여 고객의 요구에 맞춘 맞춤형 솔루션을 개발합니다. 2010년 설립 이후 HP, IBM, Dell 등 여러 글로벌 기업과 파트너십을 맺고 있습니다.",IT 솔루션|시스템 통합 서비스,,,True,
유니온시스템즈,https://www.unionsystems.co.kr,"주식회사 유니온시스템즈는 IT 자산관리, 보안, 데이터 솔루션 컨설팅 전문 기업으로, 고객의 IT 환경에 필요한 소프트웨어와 솔루션을 공급하여 최적의 IT 인프라를 제공합니다.",IT 자산관리|보안 솔루션|데이터 솔루션,,,True,
유니온플레이스,https://www.unionplace.co.kr,,,,,True,
유니쿼스,http://www.uniqus.co.kr,"유니쿼스는 IT 솔루션을 제공하는 기업으로, Total IT 서비스와 다양한 IT 관련 제품을 다룹니다. 고객의 요구에 맞춘 맞춤형 솔루션을 제공하여 비즈니스의 효율성을 높이는 데 기여합니다.",Total IT 서비스|IT 솔루션,,,True,
유니피아,http://www.unipia.co.kr,,,,,False,페이지 크롤링 실패
유닛블랙,https://unitblack.co.kr,유닛블랙은 IT를 통해 모든 사업자들이 쉽고 편리한 전문가 서비스를 누릴 수 있는 세상을 만듭니다. 세무 서비스를 시작으로 다양한 전문가 서비스를 빠르게 혁신하고 있습니다.,SAVETAX|SAVE OFFICE,,,True,
유라클,https://uracle.co.kr,유라클은 AI 모바일 플랫폼을 선도하는 기업입니다. 다양한 모바일 솔루션을 제공하여 고객의 요구에 부응하고 있습니다.,AI 모바일 플랫폼|UMS,,,True,
유밥,https://www.ubob.com,유밥은 언제 어디서든 학습을 통한 성장과 저비용 고효율 학습을 지원하는 기업교육 구독 서비스입니다. 맞춤형 기업교육을 통해 임직원 역량 강화와 목표 달성을 도와줍니다.,기업교육 구독 서비스|AI 큐레이션 서비스,,"유밥은 학습자의 학습효과를 높이기 위해 끊임없이 신기술을 연구하고 있으며, 어떤 환경에서도 학습을 통해 성장할 수 있도록 돕는 혁신적인 플랫폼을 제공하는 데 최선을 다하겠습니다.",True,
유브릿지,http://www.ubridge.co.kr,유브릿지는 AI와 드론 기술을 활용하여 전투 방식을 재정의하는 혁신적인 솔루션을 제공합니다. 다양한 산업에 걸쳐 AI 기반의 서비스를 통해 고객의 요구를 충족시키고 있습니다.,AI 솔루션|드론 기술,,,True,
유비펀,https://www.ubifun.com,"유비펀은 모바일 게임을 쉽고 편리하게 접할 수 있는 플랫폼을 통해 이용자들이 다양한 혜택을 누릴 수 있도록 구축하고 있으며, 다양한 장르의 게임을 개발하고 있습니다.",모바일 게임 플랫폼|온라인 게임 개발,,,True,
유알피,https://www.urpai.co.kr,"유알피는 인공지능 기술을 기반으로 기업 및 기관을 위한 맞춤형 AI 서비스 플랫폼을 제공하며, 비즈니스 혁신을 리드합니다. 또한, 정부업무 관리 시스템의 안정적인 구축 및 운영 서비스를 통해 고객의 Needs에 최적화된 인프라 통합 솔루션을 제공합니다.",urAISearch|urAIChat|urAIDocu|urAIDCM,,,True,
유앤피플,https://www.unpl.co.kr,,,,,False,페이지 크롤링 실패
유엔터스,http://uenters.com,"유엔터스는 대규모 트래픽 확장 비디오 전용 CDN 서비스와 기업용 스토리지 서비스를 전문으로 하는 IT 전문기업입니다. 또한 서버 구성, 설치 및 유지 보수, 네트워크 통합 솔루션을 제공하여 고객의 업무 프로세스를 개선하는 최적의 시스템을 구축합니다.",비디오 전용 CDN 서비스|기업용 스토리지 서비스,미래를 함께 만들어갈 여러분들을 기다립니다,,True,
유엔파인,http://unfine.co.kr,,,,,True,
유원시스템즈,http://uwsys.co.kr,,,,,True,
유월드소프트,https://www.jobkorea.co.kr,,,,,True,
유진정보기술,http://www.uzinint.co.kr,,,,,False,페이지 크롤링 실패
유코카캐리어스,http://www.eukor.com,"EUKOR Car Carriers Inc.는 자동차, 롤링 장비 및 브레이크 벌크 화물의 항구 간 심해 운송을 전문으로 하는 세계 최대의 해운 회사 중 하나입니다. 전문화된 롤온 롤오프 선박을 통해 전 세계의 다양한 무역 경로에서 운영하고 있습니다.",Roll-on Roll-off shipping|Automotive and finished vehicle logistics,,,True,
유탑소프트,https://www.utopsoft.co.kr,,,,,False,페이지 크롤링 실패
유피드,https://www.tiktok.com,,,,,True,
윤마케팅,https://twitter.com,,,,,True,
이그레브,https://www.nicebizinfo.com,"NICE평가정보㈜는 국내 최고의 종합신용정보회사로, 공공기관 및 민간기업 신용평가, 기술평가, 안전보건평가, ESG평가 등 다양한 평가 서비스를 제공합니다. 개인신용정보 및 기업신용정보 서비스를 제공하며, 금융산업의 신용인프라를 선도하는 기업입니다.",기업신용평가|NICE BizLINE,열정과 도전정신을 갖춘 인재,,True,
이글루코퍼레이션,https://www.igloo.co.kr,,,,,False,페이지 크롤링 실패
이너버즈,https://innerverz.io,"이너버즈는 콘텐츠 제작 회사들의 업무 효율을 높여주는 다양한 AI 기반 솔루션들을 제공합니다. 장편 애니메이션 제작사부터 웹툰 작가들까지, 이너버즈의 GenAI 기반 솔루션을 통해 제작 과정을 효율화하고 있습니다.",AI 기반 애니메이션 제작 솔루션|웹툰 제작 효율화 솔루션,,,True,
이너스,https://www.instagram.com,,,,,True,
이노디스,https://www.innodis.co.kr,"이노디스는 AI 기반 솔루션을 독자적으로 개발하고 LLM을 자체 운영하는 전문 기업으로, 기술의 독립성과 확장성을 자랑합니다. 공공 분야에서의 신뢰성을 공식 인정받은 기업으로, 클라우드 IDC를 운영하여 시스템의 보안성과 안정성을 강화하고 있습니다.",INNO CMS|INNO PMS|INNO AMS|INNO DAMS|SIGMOID AI Search|SIGMOID AI Chat|SIGMOID AI Pick|SIGMOID AI TM,,,True,
이노지스소프트,https://www.onebit.co.kr,"원비트는 온라인 비지니스 성공을 위해 신뢰할만한 파트너로써 고객과 함께 성장하고 있는 종합 IT서비스 기업입니다. 기획, 디자인, 개발, 마케팅 분야에서 쌓인 경험으로 고객에게 가장 적합하고 체계적인 솔루션 컨설팅 및 제안으로 최고의 고객 만족 실현이 목표입니다.",IT서비스|토탈솔루션,,,True,
이노트리,www.INNOTREE.com,"이노트리는 최고의 기술 전문가 집단과 다양한 프로젝트 수행을 통한 문제 해결 노하우를 바탕으로 고객 맞춤형 TOTAL IT 서비스를 제공합니다. 혁신적 통합 ICT 서비스로 커머스/유통, 금융/서비스, 데이터 컨설팅, AI 빅데이터, Cloud/Infra 분야에서 활동하고 있습니다.",Inno-Commerce|DB컨설팅,"끝없는 학습과 발전을 통해 성장하며, 하나된 공동체정신으로 즐겁고 신나는 일터를 만들어가고자 합니다.",,True,
이노파크,http://www.inoparktech.co.kr,,,,,True,
이니넥스트,https://www.ininext.com,이니넥스트는 Secure AI 및 AI LLM을 활용하여 비즈니스 연속성 계획 서비스와 재해 복구 센터를 제공합니다. 365일 24시간 운영되는 BCP와 DR 서비스를 통해 고객의 비즈니스 안정성을 지원합니다.,Secure AI|BCP 서비스|DR 서비스,,,True,
이도,https://www.etoos.com,"이도는 고등학생을 위한 다양한 온라인 학습 콘텐츠와 강의를 제공하는 교육 플랫폼입니다. 수학, 국어, 영어 등 여러 과목에 대한 전문 강의를 통해 학생들이 수능 및 내신 대비를 할 수 있도록 지원합니다.",온라인 강의|학습 자료,,,True,
이로홀딩스,https://www.instagram.com,,,,,True,
이번트,https://www.tiktok.com,,,,,True,
이베이스넷,https://www.ebasenet.net,"이베이스넷은 그룹웨어, 협업, 업무 포털 솔루션을 제공하는 IT 솔루션 기업입니다. 다양한 업무를 수행할 수 있는 웍스플로우 제품을 통해 고객의 효율적인 업무를 지원합니다.",웍스플로우 그룹웨어|MS Teams Add-In,,,True,
이비엠,https://ebmkorea.com,"이비엠은 건강 관련 서비스를 제공하는 기업으로, 다양한 건강 문제를 가진 고객들에게 맞춤형 솔루션을 제공합니다.",건강 상담|맞춤형 건강 관리 프로그램,,,True,
이안,https://www.facebook.com,,,,,False,페이지 크롤링 실패
이에스티소프트,http://www.estsw.co.kr,"주식회사 이에스티소프트는 e-Biz 구현을 위한 IT Consulting, System Integration 전문 회사로 다양한 서비스 기반의 최적화된 솔루션을 보유하고 있으며, 다수의 고객과 관련 기업에 웹 서비스 및 솔루션 등을 구축, 운영하고 있습니다.",IT Consulting|System Integration,"성실함과 책임감으로 무장하고 있으며, 프로젝트 진행 시 소통이 뛰어난 진정한 전문가 그룹입니다.","고객의 믿음과 신뢰를 바탕으로 한 전략적인 비즈니스 파트너가 될 수 있도록 끊임없이 노력하고 있으며, 고객의 비즈니스 환경에 맞는 최적의 방법론을 제시하고 고도의 기술력을 제공하여 고객과 함께 성장하는 기업이 되겠습니다.",True,
